date,heure,timestamp,type,nom,libres,total,taux_occupation,lat,lon
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,VILLE,VILLE,0,0,0.3597237429461804,,
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Antigone",143,239,0.401673640167364,43.60871606,3.88881893
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Comedie",272,666,0.5915915915915916,43.60856092,3.87976196
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Corum",273,480,0.43125,43.61388821,3.88225773
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Europa",504,591,0.14720812182741116,43.60784971,3.89253074
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Foch",382,500,0.236,43.61074912,3.87657084
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Gambetta",180,452,0.6017699115044248,43.60695138,3.87137436
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Gare",387,656,0.4100609756097561,43.604024,3.87891
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Triangle",274,434,0.3686635944700461,43.60923384,3.88184418
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Pitot",403,590,0.3169491525423729,43.61224494,3.87019117
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Circe",1134,1200,0.055,43.60495377,3.9178495
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Garcia Lorca",384,400,0.04,43.59098509,3.8907158
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Mosson",301,328,0.08231707317073171,43.61623716,3.81966554
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Sabines",229,285,0.19649122807017544,43.58383263,3.8602246
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Sablassou",322,379,0.1503957783641161,43.63419194,3.92229536
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Saint Jean Le Sec",178,285,0.37543859649122807,43.57082225,3.8379312
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Euromedecine",124,239,0.4811715481171548,43.63895359,3.82772365
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Occitanie",459,615,0.25365853658536586,43.63456232,3.84859796
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Vicarello",57,64,0.109375,43.63286,3.898411
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Gaumont EST",74,109,0.3211009174311927,43.604526,3.91529
2026-04-05,00:32:38,2026-04-05T00:32:38+02:00,PARKING,"Gaumont OUEST",5,250,0.98,43.604824,3.914158
