date,heure,timestamp,type,nom,libres,total,taux_occupation,lat,lon
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,VILLE,VILLE,0,0,0.34919565400488506,,
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Antigone",142,239,0.40585774058577406,43.60871606,3.88881893
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Comedie",351,666,0.47297297297297297,43.60856092,3.87976196
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Corum",284,480,0.4083333333333333,43.61388821,3.88225773
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Europa",493,591,0.1658206429780034,43.60784971,3.89253074
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Foch",404,500,0.192,43.61074912,3.87657084
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Gambetta",166,452,0.6327433628318584,43.60695138,3.87137436
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Gare",395,656,0.3978658536585366,43.604024,3.87891
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Triangle",274,434,0.3686635944700461,43.60923384,3.88184418
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Pitot",403,590,0.3169491525423729,43.61224494,3.87019117
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Circe",1157,1200,0.035833333333333335,43.60495377,3.9178495
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Garcia Lorca",398,400,0.005,43.59098509,3.8907158
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Mosson",309,328,0.057926829268292686,43.61623716,3.81966554
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Sabines",247,285,0.13333333333333333,43.58383263,3.8602246
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Sablassou",292,379,0.22955145118733508,43.63419194,3.92229536
2026-03-28,00:34:58,2026-03-28T00:34:58+01:00,PARKING,"Saint Jean Le Sec",181,285,0.3649122807017544,43.57082225,3.8379312
