date,heure,timestamp,type,nom,velos_dispo,bornes_libres,total,taux_occupation_places,lat,lon
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Rue Jules Ferry - Gare Saint-Roch",4,8,12,0.3333333333333333,43.605366,3.881346
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Comédie",4,14,20,0.3,43.608148,3.878778
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Hôtel de Ville",12,4,16,0.75,43.599088,3.894866
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Corum",1,11,12,0.08333333333333333,43.613989,3.8816
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Place Albert 1er - St Charles",11,16,27,0.4074074074074074,43.616768,3.873375
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Foch",3,1,8,0.875,43.610989,3.873345
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Halles Castellane",0,12,12,0.0,43.609935,3.877208
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Observatoire",3,4,8,0.5,43.606301,3.87724
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Rondelet",8,8,16,0.5,43.603038,3.875796
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Plan Cabanes",5,7,12,0.4166666666666667,43.608491,3.868389
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Boutonnet",11,1,12,0.9166666666666666,43.622629,3.868375
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Emile Combes",3,5,8,0.375,43.616742,3.87998
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Beaux-Arts",12,3,16,0.8125,43.616698,3.884981
2026-01-13,00:29:59,2026-01-13T00:29:59+01:00,STATION,"Les Aubes",6,2,8,0.75,43.618692,3.893844
