date,heure,timestamp,type,nom,velos_dispo,bornes_libres,total,taux_occupation_places,lat,lon
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Rue Jules Ferry - Gare Saint-Roch,6,6,12,0.5,43.605366,3.881346
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Comédie,4,15,20,0.25,43.608148,3.878778
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Hôtel de Ville,12,4,16,0.75,43.599088,3.894866
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Corum,6,6,12,0.5,43.613989,3.8816
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Place Albert 1er - St Charles,8,19,27,0.2962962962962963,43.616768,3.873375
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Foch,1,3,8,0.625,43.610989,3.873345
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Halles Castellane,0,12,12,0.0,43.609935,3.877208
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Observatoire,3,4,8,0.5,43.606301,3.87724
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Rondelet,4,12,16,0.25,43.603038,3.875796
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Plan Cabanes,4,8,12,0.3333333333333333,43.608491,3.868389
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Boutonnet,4,8,12,0.3333333333333333,43.622629,3.868375
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Emile Combes,5,3,8,0.625,43.616742,3.87998
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Beaux-Arts,9,6,16,0.625,43.616698,3.884981
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Les Aubes,4,4,8,0.5,43.618692,3.893844
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Antigone centre,7,5,12,0.5833333333333334,43.607942,3.890634
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Médiathèque Emile Zola,8,8,16,0.5,43.608218,3.89314
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Nombre d Or,6,10,16,0.375,43.607859,3.886644
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Louis Blanc,3,13,16,0.1875,43.614642,3.877648
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Gambetta,5,3,8,0.625,43.607106,3.870693
2026-01-07,17:30:41,2026-01-07T17:30:41+01:00,STATION,Port Marianne,12,4,16,0.75,43.60032,3.89851
